neos-3555904-turama.mp,1.2726,793606,194131,0,0,212449,0,0,0,3930,0,0,0,52619,0,52619,0,0,0,631,0,0,0
neos-4300652-rahue.mp,0.1482,183617,41724,0,0,41724,0,0,0,0,0,0,0,20843,0,20843,0,0,0,0,0,0,0
neos-4763324-toguru.mp,0.8552,266806,160083,0,0,160083,0,0,0,0,0,0,0,53592,0,53592,0,0,0,0,0,0,0
neos-4954672-berkel.mp,0.0006,8008,84,0,0,48,0,0,0,0,0,0,0,42,0,24,0,0,0,0,0,0,0
neos-5049753-cuanza.mp,0.0219,1440673,11664,0,0,8210,0,0,0,0,0,0,0,5832,0,4105,0,0,0,0,0,0,0
neos-5114902-kasavu.mp,0.053,4240377,21812,0,0,14364,0,0,0,0,0,0,0,10906,0,7182,0,0,0,0,0,0,0
neos-5188808-nattai.mp,0.0008,133687,378,0,0,378,0,0,0,0,0,0,0,144,0,144,0,0,0,0,0,0,0
neos-860300.mp,0.017,384330,2920,0,0,2912,0,0,0,0,0,0,0,35,0,34,0,0,0,0,0,0,0
neos-911970.mp,0.0017,3409,840,0,0,840,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0
neos-933966.mp,0.3202,182456,144875,0,0,102876,0,0,0,255727,0,0,0,8749,0,6075,0,0,0,5524,0,0,0
neos-950242.mp,0.0149,104161,10704,0,0,10704,0,0,0,0,0,0,0,3768,0,3768,0,0,0,0,0,0,0
neos859080.mp,0.0005,1281,80,0,0,80,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0
nexp-150-20-8-5.mp,0.0583,42466,17880,0,0,17880,0,0,0,0,0,0,0,2235,0,2235,0,0,0,0,0,0,0
ns1208400.mp,0.0125,81747,8616,0,0,8616,0,0,0,0,0,0,0,564,0,564,0,0,0,0,0,0,0
ns1644855.mp,0.0801,2110697,20000,0,0,20000,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0
ns1760995.mp,0.4635,1854013,1835596,0,0,3366044,0,0,0,950953,0,0,0,614991,0,614991,0,0,0,11735,0,0,0
ns1830653.mp,0.0041,100934,6480,0,0,6480,0,0,0,0,0,0,0,459,0,459,0,0,0,0,0,0,0
nw04.mp,6.0099,636667,636666,0,0,636666,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0
opm2-z10-s4.mp,0.9273,371241,321250,0,0,321250,0,0,0,0,0,0,0,160625,0,160625,0,0,0,0,0,0,0
qap10.mp,0.0128,18201,18200,0,0,18200,0,0,0,0,0,0,0,1820,0,1820,0,0,0,0,0,0,0
radiationm40-10-02.mp,0.9542,406826,93600,0,0,93600,0,0,0,0,0,0,0,46800,0,46800,0,0,0,0,0,0,0
rail507.mp,0.5979,468879,6,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
reblock115.mp,0.0041,13725,9430,0,0,9430,0,0,0,0,0,0,0,4715,0,4715,0,0,0,0,0,0,0
rococoB10-011000.mp,0.0045,16518,1170,0,0,1170,0,0,0,0,0,0,0,270,0,270,0,0,0,0,0,0,0
rococoC10-001000.mp,0.0029,11752,950,0,0,950,0,0,0,0,0,0,0,271,0,271,0,0,0,0,0,0,0
savsched1.mp,9.8695,1770508,943299,0,0,1513355,0,0,0,662574,0,0,0,256793,0,256793,0,0,0,173960,0,0,0
seymour.mp,0.0028,33550,570,0,0,530,0,0,0,21,0,0,0,285,0,256,0,0,0,7,0,0,0
seymour1.mp,0.0009,33550,328,0,0,303,0,0,0,21,0,0,0,164,0,145,0,0,0,7,0,0,0
sorrell3.mp,0.2098,338325,338324,0,0,825949,0,0,0,5244168,0,0,0,169162,0,169162,0,0,0,187040,0,0,0
sp97ar.mp,0.0465,290969,14083,0,0,14081,0,0,0,0,0,0,0,1192,0,1191,0,0,0,0,0,0,0
sp98ar.mp,0.0495,426149,15080,0,0,15080,0,0,0,0,0,0,0,908,0,908,0,0,0,0,0,0,0
square41.mp,24.2436,13566427,13464559,0,0,13464559,0,0,0,0,0,0,0,1681,0,1681,0,0,0,0,0,0,0
square47.mp,81.6308,27329857,27173850,0,0,27173850,0,0,0,0,0,0,0,2209,0,2209,0,0,0,0,0,0,0
supportcase10.mp,0.1443,555083,105288,0,0,105288,0,0,0,0,0,0,0,52644,0,52644,0,0,0,0,0,0,0
supportcase19.mp,258.6871,4287095,4,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
supportcase40.mp,0.0038,104421,2000,0,0,2000,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0
var-smallemery-m6j6.mp,0.029,850624,26526,0,0,22312,0,0,0,0,0,0,0,13263,0,11156,0,0,0,0,0,0,0
